text,label
Where can I find maintenance coordination,21
HR ibiro 104 please,4
Where can I find commercial office,17
Mfite inama muri ubuyobozi bwa hr,4
Show me the way to waiting area murakoze,2
Comment aller au sales office ?,17
Stock Office iri he?,22
How should I be Block B,10
How should I be maintenance coordination,21
plant manager office iri he?,18
Where can I find plant manager office,18
Où se trouve customer service block ?,9
Ndashaka guhura n'umuyobozi wa admin corridor ngwino,3
Where can I find block a,9
I need to find corridor a,1
I am looking for Maintenance Supervisor office,25
me Show the way to server room,7
Where can I find hr manager,4
How should I be operational block,10
How should I be Block A,9
Je voudrais au aller director office,15
Where can I find Block A,9
Where can I find first aid office,23
How should I be Bathroom,8
How should I be Restaurant,13
How should I be toilets,14
Where can I find reception desk,0
Njyanye kuri director plant office,16
I am here to visit reception desk,0
Can you direct me to commercial office?,17
Emmenez-moi au inama icyumba 3,6
I am looking for industry area,11
How do I get to maintenance chief office,20
I need to find HR Office 104,4
How should I be bathroom,8
How should I be Main Corridor,1
Nshaka gusura Restaurant,13
inama Mfite muri Finance Office 201,5
I want to go to the Meeting Room 3,6
I am here to visit finance office,5
How should I be Storage Room B,7
I need directions to stock area murakoze,12
Ndashaka kujya kuri plant manager office svp,18
Ni hehe habarirwa corridor b? svp,3
Where can I find toilets,14
Where can I find ubuyobozi bwa hr,4
Where can I find Block A,9
Where is director plant office?,16
How should I be plant manager office,18
bathroom s'il vous plaît,8
Where can I find technical supervision,11
Can you direct me to board icyumba,6
I to need find first aid office,23
Montrez-moi le chemin vers chief of maintenance office thanks,20
How should I be stock office,22
I have a meeting at hr manager,4
m'indiquer Pouvez-vous cafeteria ? murakoze,13
Where can I find plant director office,16
se Où trouve manager office ?,18
Where can I find Industry Area,11
How should I be First Aid Office,23
Where can I find First Aid Office,23
Comment aller au Sales ? Office,17
Where can I find first aid office,23
I am here to visit plant chief secretary ngwino,19
Je suis ici pour voir Stock Office,22
How should I be manager office,18
Where can I find cafeteria,13
general office iri he?,24
Mfite inama muri front desk,0
Where is restroom?,8
Ndashaka guhura n'umuyobozi wa Stock ibiro,22
Montrez-moi le chemin vers operational block,10
restroom s'il vous plaît,14
Where can I find Secretary to the Plant Manager,19
Show me the way to restricted zone,7
Je voudrais aller au plant director office,16
Admin Corridor iri he?,3
Where can I find human resource office,4
Emmenez-moi au Sales Office,17
Je voudrais aller au plant manager office,18
How should I be main corridor,1
I need directions to Block A,9
How should I be restroom,8
Where can I find restroom,8
Where can I find hr office,4
Where can I find Block A,9
Where can I find admin corridor,3
Nereke inzira yerekeza kuri corridor a,1
How should I be corridor a,1
Where can I find finance manager,5
Show me the way to corridor b,3
How should I be bathroom,14
Where can I find Reception,0
Plant Director bureau,16
Où se trouve Admin Corridor ? svp,3
I have a meeting at front desk,0
How should I be Plant Director Office,16
I am looking for restroom thanks,14
Ndashaka kujya kuri warehouse,12
Where can I find bathroom,14
How should I be Block A,9
Where can I find general office,24
Where can I find plant manager secretary,19
J'ai rendez-vous au waiting area,2
Where can I find Managing Director Office,15
Nshaka gusura general offices,24
How should I be canteen,13
Where can I find director office,15
Where can I find accounting department,5
I need to find restroom,14
Nshaka gusura managing director office,15
How should I be Block B,10
Ndashaka kujya kuri plant director office,16
Where can I find Storage Room B,7
How should I be director office,15
How should I be conference room,6
Where can I find reception desk,0
How should I be corridor a,1
Ni habarirwa hehe restroom?,14
Njyanye kuri front desk,0
me Show the way to stock ibiro,22
restroom,8
ubuyobozi bwa hr please,4
Emmenez-moi au restroom,8
How should I be Sales Office,17
How should I be supervisor office,25
How should I be inventory office,22
Where can I find plant manager office,18
Where can I find toilets,14
Ndashaka kubona chief of maintenance office,20
How should I be hr office,4
Ni hehe habarirwa clinic?,23
Where can I find Sales Office,17
I am here to visit support offices block,10
Nereke inzira yerekeza kuri Room Meeting 3,6
Where can I find lounge,2
Ndashaka guhura n'umuyobozi wa Plant Manager office,18
Where can I find maintenance coordination,21
Mushobora kunyereka director plant ibiro,16
How should I be Industry Area,11
Where can I find sales office,17
au Emmenez-moi first aid office,23
Where can I find chief of maintenance office,20
How should I be Toilets,14
Where can I find admin corridor,3
Je suis ici pour voir industrial operations,11
How should I be general offices,24
Nereke inzira yerekeza kuri reception desk,0
How should I be hr office,4
How should I be meeting room 3,6
How should I be Waiting Area,2
Ndashaka guhura n'umuyobozi wa HR Office 104,4
How should I be restricted zone,7
How should I be Bathroom,8
How should I be stock warehouse area,12
Where can I find administrative block,9
Where can I find restroom,14
Please take me to general offices,24
plant director office,16
Où se trouve maintenance coordinator office ?,21
I am looking for ibiro by imari,5
How should I be restaurant,13
Where can I find main corridor,1
Montrez-moi le chemin vers Plant Manager Office please,18
Nshaka gusura maintenance chief office,20
Where can I find Toilets,14
Je suis ici pour voir sales office,17
How should I be lounge,2
Mushobora kunyereka Meeting icyumba 3?,6
I am looking for block b thanks,10
Where can I find waiting area,2
Where can I find Secretary to the Plant Manager,19
How should I be Toilets,14
How should I be storage room b,7
Where can I find supervisor office,25
Show me the way to Admin Corridor,3
How should I be human resource office,4
Where can I find administrative block,9
Where can I find storage room b,7
Nereke inzira yerekeza kuri Managing Director Office,15
I have a meeting at toilet,8
How should I be Sales Office,17
How should I be Waiting Area,2
How should I be lounge,2
J'ai rendez-vous au first aid office thanks,23
How should I be Industry Area,11
Ni hehe restroom? habarirwa,8
Where can I find maintenance supervisor office,25
Where can I find bathroom,14
How should I be stock office,22
Where can I find bathroom,14
Where can I find restricted zone,7
How should I be plant manager secretary,19
How should I be secretary to the plant manager,19
How should I be hr manager,4
How should I be human resource office,4
Where can I find plant director office,16
Ni habarirwa hehe maintenance supervisor office,25
Je suis ici pour voir ibiro sales,17
Can you direct to me restroom?,8
How should I be stock office,22
Where can I find sales office,17
How should I be operational block,10
How should I be toilet,14
Where can I find hr manager,4
How should I be General Offices,24
How should I be Stock / Warehouse Area,12
warehouse please,12
Where can I find Meeting Room 3,6
Ndashaka guhura n'umuyobozi wa customer service block,9
Nereke inzira yerekeza kuri General Offices,24
How should I be stock office,22
Show me the way to inventory office,22
How should I be chief of maintenance office,20
How should I be bathroom,8
Where can I find restricted zone,7
Where can I find maintenance coordinator office,21
How should I be Main Corridor,1
Où trouve se stock bureau ?,22
I am looking for corridor a murakoze,1
Où se trouve corridor b ?,3
I have a at meeting maintenance coordination,21
Help me reach lounge,2
Where can I find Stock Office,22
Where can I find secretary to the plant manager,19
How should I be industrial operations,11
Ndashaka guhura n'umuyobozi wa waiting area ngwino,2
I am looking for admin corridor,3
Nereke inzira yerekeza kuri general bureau,24
How should I be Plant Director Office,16
Where can I find plant director office,16
Ndashaka kubona Block A,9
I need to find maintenance coordinator office,21
Where can I find Maintenance Coordinator Office,21
Where can I find Maintenance Supervisor Office,25
Je voudrais aller au board room,6
Where can I find toilet,14
Where can I find meeting room 3,6
Pouvez-vous Plant m'indiquer Director ibiro ?,16
How should I be Finance Office 201,5
Help me reach toilet,14
J'ai rendez-vous au server room,7
toilet,14
Pouvez-vous m'indiquer Maintenance Coordinator ibiro ?,21
Where can I find meeting room 3,6
admin corridor he? iri,3
Je voudrais aller au canteen,13
Je cherche medical room thanks,23
How should I be industrial operations,11
How should I be operational block,10
Montrez-moi le chemin vers main corridor,1
Show me the way to board room,6
How should I be restroom,14
Please take me to Block B,10
Je voudrais aller au General Offices,24
Where can I find Block B,10
How should I be storage room b,7
Where can I find director office,15
How should I be hr manager,4
Where can I find supervisor office,25
J'ai rendez-vous au Waiting Area,2
Where can I find Industry Area,11
I need directions to plant director office,16
Where can I find inventory office,22
Where can I find maintenance coordination,21
Where can I find finance office,5
Mushobora kunyereka offices? general,24
Where is waiting area?,2
J'ai rendez-vous au Chief of Maintenance office,20
Comment aller au Maintenance Supervisor ibiro ?,25
How should I be md office,15
Where can I find stock office,22
Where can I find first aid office,23
How do I get to Secretary to the Plant Manager?,19
Where can I find canteen,13
I have a meeting at restaurant svp,13
Je suis ici pour voir main corridor,1
Where can I find accounting department,5
I am looking for hr manager,4
Where can I find warehouse,12
Can you direct me to storage room b?,7
How should I be secretary to the plant manager,19
Show me the way to accounting department,5
Mushobora kunyereka operational block?,10
How should I be chief of maintenance office,20
How do get I to Sales Office?,17
Where can I find finance office,5
Ndashaka guhura n'umuyobozi wa ubuyobozi bwa hr,4
How should I be restroom,8
I am looking for support offices block murakoze,10
Show me the to way Waiting Area,2
How should I be commercial office,17
Where can I find maintenance coordinator office,21
secretary to the manager plant iri he?,19
How should I be maintenance coordinator office,21
How should I be ressources humaines,4
industrial operations,11
Ni hehe Stock habarirwa / Warehouse Area?,12
Where can I find General Offices,24
I want to go to the chief of maintenance bureau,20
I want to go to the Waiting Area,2
Where can I find finance office,5
Ni hehe habarirwa maintenance chief ibiro,20
Ndashaka kubona Admin Corridor,3
Where can I find Restaurant,13
How should I be customer service block,9
I am here to visit stock office,22
How should I be First Aid Office,23
Help me reach administrative block,9
J'ai rendez-vous au medical room,23
Where can I find industrial operations,11
Montrez-moi chemin le vers stock area,12
Where can I find Managing Director Office,15
How should I be toilets,14
I to want go to the restricted zone,7
I am to here visit maintenance supervisor office ngwino,25
How should I be director office,15
How should I be Admin Corridor,3
Njyanye kuri chief of maintenance office,20
How should I be Block B,10
I am looking for head office,18
How should I be hr office,4
J'ai rendez-vous au warehouse,12
How should I be toilet,8
How should I be director plant office,16
Ndashaka guhura wa n'umuyobozi board room,6
How should I be manager office,18
Pouvez-vous m'indiquer ubuyobozi bwa hr ?,4
How should I be Maintenance Supervisor Office,25
How should I be toilet,8
J'ai rendez-vous au block b,10
How should I be customer service block,9
Where can I find server room,7
Where can I find ibiro by imari,5
Je cherche admin corridor,3
Where can I find industry area,11
I am looking for hr umuyobozi,4
Finance ibiro 201 s'il vous plaît,5
Where can I find toilet,8
Show me the way to front desk,0
How should I be Managing Director Office,15
Emmenez-moi au support offices block,10
How should I be ibiro by imari,5
How should I be Stock Office,22
Where can I find block b,10
Where can I find Reception,0
Where can I find secretary to the plant manager,19
Can you direct me to maintenance coordinator office svp,21
Where can I find stock office,22
Where can I find support offices block,10
Where can I find Maintenance Supervisor Office,25
How should I be industry area,11
I need to find front desk,0
How should I be bathroom,14
Nereke inzira yerekeza kuri warehouse stock area,12
How do I to get admin corridor?,3
How should I be Waiting Area,2
How should I be maintenance supervisor office,25
How should I be medical room,23
Where is warehouse?,12
Comment aller au Plant umuyobozi ibiro ?,18
Nshaka gusura Storage Room B,7
Show me the way to medical room,23
Comment aller au Admin Corridor ? ngwino,3
Mushobora kunyereka Block B?,10
Where can I find restaurant,13
Where can I find cafeteria,13
resource human bureau iri he?,4
Where can I find cafeteria,13
Where can I find board room,6
Where can I find technical supervision,11
How should I be Chief of Maintenance Office,20
How should I be Main Corridor,1
Where can I find conference room,6
Nshaka gusura Plant Director ibiro,16
Where can I find ibiro by imari,5
How should I be plant manager secretary,19
stock area,12
Montrez-moi le chemin vers industrial operations,11
Pouvez-vous m'indiquer finance manager ? murakoze,5
Je suis ici pour voir supervisor ibiro,25
Ndashaka kubona manager ibiro,18
Where can I find conference room,6
I need to find toilet,14
Show me the way to plant umuyobozi secretary,19
Where can I find hr office,4
I have a inama at secretary to the plant manager,19
How should I be block a,9
How should I be reception desk,0
Where is technical supervision? ngwino,11
Ni hehe habarirwa meeting room 3?,6
Where can I find finance manager,5
How should I be md office,15
Where can I find Main Corridor,1
How should I be board room,6
Where can I find administrative block,9
How should I be General Offices,24
Where can I find bureau finance,5
How should I be finance office,5
I want to go to the first aid office,23
Comment aller au lounge ?,2
Where is stock area?,12
Where can I find meeting room 3,6
Please take me to lounge,2
Where can I find accounting department,5
Help reach me First Aid Office,23
Où se trouve restaurant ?,13
Ndashaka kujya kuri maintenance coordinator office,21
Je suis ici pour voir finance chief,5
toilets,14
Please take me to session Room 3,6
How should I be cafeteria,13
Where can I find sales office,17
Ndashaka kujya kuri Storage Room B,7
Mushobora kunyereka maintenance supervisor bureau svp,25
How should I be restroom,14
Please take me to accounting department,5
Where can I find secretary to the plant manager,19
How should I be Admin Corridor,3
How should I be plant manager office,18
Help me reach Reception,0
I am here to visit secretary to the plant manager,19
Where administrative is block?,9
Je dois rencontrer coordinator maintenance office,21
How should I be front desk,0
How do I get to technical supervision?,11
Ndashaka kujya kuri hr manager,4
Where can I find canteen,13
How should I be administrative block,9
How do I get to server room?,7
Where can I find maintenance coordinator office,21
How should I be Admin Corridor,3
I need directions to ubuyobozi bwa hr,4
How should I be Chief of Maintenance Office,20
Ndashaka kujya kuri plant director bureau,16
Where can I find medical room,23
Can you me direct to Bathroom?,8
Where can I find toilet,8
How should I be maintenance chief office,20
Where can I find General Offices,24
Where can I find stock office,22
Nshaka gusura Sales Office,17
How should I be toilet,8
Where can I find maintenance coordinator office,21
Nshaka gusura general office,24
Where can I find main corridor,1
Je dois rencontrer Plant Manager bureau,18
Where can I find General Offices,24
Where can I find finance office,5
sales bureau s'il vous plaît,17
Je dois rencontrer maintenance office chief,20
Je cherche waiting area,2
Nshaka gusura Storage B room,7
Can you direct me to block a?,9
Where can I find restroom,14
Where can I find inventory office,22
Emmenez-moi au Stock bureau,22
How should I be Stock Office,22
industrial operations iri he?,11
kuri Njyanye Storage Room B,7
Je suis ici pour voir supervisor office,25
Where can I find stock warehouse area,12
cherche Je storage room b,7
Where can I find restroom,8
Mfite inama muri Area Industry,11
Where can I find maintenance coordination,21
How should I be commercial office,17
How should I be hr manager,4
Where can I find maintenance coordinator office,21
I am looking for Finance office 201 svp,5
technical supervision s'il vous plaît,11
How should I be Secretary to the Plant Manager,19
Where can I find ressources humaines,4
Where can I find toilet,14
Nshaka gusura Maintenance Supervisor ibiro,25
I have a meeting at industrial operations,11
Where can I find Waiting Area,2
How should I be server room,7
Can you direct me to maintenance coordination?,21
Emmenez-moi au sales office,17
Emmenez-moi au general offices thanks,24
Nshaka gusura operational block,10
Mushobora kunyereka secretary to the plant umuyobozi,19
Where is block b?,10
Can you direct me to Plant Manager bureau,18
Comment aller au stock warehouse area ?,12
How should I be chief of maintenance office,20
Nshaka gusura industrial operations,11
Where can I find manager office,18
guhura Ndashaka n'umuyobozi wa General Offices,24
Where can I find Plant Director Office,16
Njyanye kuri server room,7
How should I be director office,15
Pouvez-vous m'indiquer inventory bureau ?,22
Where can I find restaurant,13
Where can I find Managing Director Office,15
How should I be md office,15
How do I get to support offices block?,10
Where can I find hr manager,4
Comment aller au First Aid Office ?,23
Je dois rencontrer restaurant,13
Njyanye kuri director office,15
Where can I find industry area,11
How should I be ressources humaines,4
Je suis ici pour voir ubuyobozi bwa hr,4
Where can I find maintenance coordinator office,21
Emmenez-moi au Chief of Maintenance Office,20
Where can I find Reception,0
Nereke inzira yerekeza kuri block a,9
I want to go to the restaurant,13
How should I be first aid office,23
How should I be inventory office,22
Mfite inama muri meeting room 3,6
Where can I find manager office,18
Where can I find technical supervision,11
How should I be maintenance chief office,20
Where can I find maintenance coordination,21
How should I be customer service block,9
How do I get to director office,15
Where can I find Admin Corridor,3
Where can I find industry area,11
reception desk iri he?,0
I need to find director office,15
Where can I find director plant office,16
How should I be operational block,10
Where can I find storage room b,7
How should I be industrial operations,11
Je cherche waiting area murakoze,2
I am here to visit inventory office thanks,22
How should I be toilet,8
Where can I find restroom,8
you Can direct me to Waiting Area?,2
Where can I find Industry Area,11
Please take me to restricted zone,7
Where can I find block a,9
Montrez-moi le chemin vers finance office please,5
Where can I find inventory office,22
Where can I find Maintenance Supervisor Office,25
Nereke inzira yerekeza kuri toilet,8
How should I be sales office,17
I want to go to the General Offices,24
Where can I find hr office,4
How should I be First Aid Office,23
How should I be commercial office,17
I need directions to technical supervision,11
How should I be hr manager,4
Where can I find Finance Office 201,5
Where can I find corridor b,3
Je cherche supervisor office,25
How should I be Sales Office,17
Where can I find clinic,23
Where can I find Finance Office 201,5
Njyanye kuri administrative block,9
Where can I find supervisor office,25
inama Mfite muri HR Office 104,4
Where can I find reception desk,0
I need to find Bathroom,8
Where can I find cafeteria,13
How should I be industrial operations,11
How should I be hr manager,4
How should I be plant manager secretary,19
How should I be Block A,9
How should I be Industry Area,11
Où se trouve director plant bureau ?,16
Where can I find manager office,18
Where can I find Block B,10
Emmenez-moi au Sales ibiro ngwino,17
Where can I find maintenance coordination,21
Where can I find restricted zone,7
Mfite inama muri corridor b,3
How do I get to stock office?,22
Where can I find canteen,13
Je suis ici pour voir restricted zone,7
Where can I find secretary to the plant manager,19
How should I be maintenance chief office,20
Where can I find Stock / Warehouse Area,12
ressources humaines iri he? murakoze,4
How should I be front desk,0
Je suis ici pour stock voir area,12
Where can I find HR Office 104,4
Nereke inzira yerekeza kuri plant chief secretary,19
Nereke inzira yerekeza kuri managing director office,15
Nshaka gusura restroom,14
Njyanye kuri Reception,0
Where can I find accounting department,5
Where can I find Admin Corridor,3
Ndashaka kujya kuri support offices block,10
Comment aller Main au Corridor ?,1
Where can I find Industry Area,11
How should I be meeting room 3,6
Show me the way to Storage Room B,7
How should I be HR Office 104,4
How should I be industrial operations,11
How should I be block a,9
I need directions finance to manager,5
Mushobora kunyereka plant director office,16
How should I be managing director office,15
Where can I find reception desk,0
Where is room? conference,6
Ndashaka kubona stock bureau,22
Please take me to commercial office,17
Emmenez-moi au hr office svp,4
How should I be block a,9
Emmenez-moi md au office,15
How do I get to admin corridor?,3
Can you direct me to General Offices?,24
How should I be accounting department,5
Where can I find conference room,6
Ndashaka kujya kuri stock area,12
How should I be hr manager,4
How should I be Managing Director Office,15
Where can I find Stock / Warehouse Area,12
Je suis pour ici voir ressources humaines,4
Where is Plant Manager Office? thanks,18
J'ai rendez-vous au Plant Director Office,16
I have a meeting at Sales Office,17
How should I be Maintenance Supervisor Office,25
Njyanye kuri reception desk,0
How should I be stock area,12
J'ai rendez-vous au bathroom,14
Where can I find operational block,10
Ndashaka guhura n'umuyobozi wa meeting icyumba 3,6
Where can I find HR Office 104,4
I want to go to the inventory office,22
Please take me to plant manager secretary please,19
How should I be maintenance supervisor office,25
Can you direct me to Bathroom?,8
Where can I find medical room,23
I have a meeting at maintenance chief bureau,20
How should I be medical room,23
secretary to the chief plant please,19
J'ai au rendez-vous administrative block,9
Je suis ici pour voir maintenance supervisor ibiro,25
Ndashaka kubona general offices,24
Nshaka gusura corridor main,1
Ndashaka kubona finance manager,5
Where can I find chief of maintenance office,20
How should I be General Offices,24
I am looking for Managing Director ibiro,15
Mfite inama muri Plant Manager Office,18
How should I be Sales Office,17
Je dois rencontrer Chief of Maintenance Office,20
Where can I find accounting department,5
Where can I find first aid office,23
How should I be Industry Area,11
Where can I find maintenance coordinator office,21
How should I be toilets,14
Montrez-moi le chemin vers general offices,24
How should I be Restaurant,13
Mushobora kunyereka sales office?,17
How should I be general offices,24
Where can I find toilet,14
need I to find lounge,2
Can you direct me to HR Office 104?,4
human resource office iri he?,4
Where can I find restroom,14
How should I be technical supervision,11
How should I be bathroom,8
How should I be block a,9
How should I be admin corridor,3
Where can I find bathroom,14
I want to go to the support offices block,10
Where can I find HR Office 104,4
I want to go to the Storage Room B,7
How should I be Meeting Room 3,6
Mfite inama server muri salle,7
Ni hehe habarirwa Stock / Warehouse Area?,12
How do I get to toilet?,8
Pouvez-vous m'indiquer stock area ?,12
I have a meeting at reception desk,0
Where can I find Secretary to the Plant Manager,19
Maintenance Supervisor Office please murakoze,25
Nshaka gusura accounting department,5
Where can I find commercial office,17
How should I be supervisor office,25
Where can I find Secretary to the Plant Manager,19
How should I be reception desk,0
How I do get to Reception? ngwino,0
main corridor s'il vous plaît,1
Ndashaka kubona hr office,4
How should I be technical supervision,11
Where can I find Maintenance Coordinator Office,21
How should I be HR Office 104,4
Where can I find commercial office,17
Where can I find waiting area,2
Where can I find general office,24
Where can I find secretary to the plant manager,19
How should I be plant manager office,18
How should I be HR Office 104,4
How should I be block b,10
How should I be Secretary to the Plant Manager,19
I am here to visit hr ibiro,4
Where can I find Maintenance Supervisor Office,25
How should I be Waiting Area,2
How should I be customer service block,9
Where can I find Reception,0
How should I be director office,15
How should I be inventory office,22
toilet s'il vous plaît,14
How should I be general offices,24
I have a inama at Meeting room 3,6
How should I be canteen,13
Where can I find Block B,10
Where can I find cafeteria,13
guhura Ndashaka n'umuyobozi wa Admin Corridor,3
Where can I find stock warehouse area,12
Pouvez-vous m'indiquer Reception ?,0
Where can I find Bathroom,8
Where can I find stock warehouse area,12
Where can I find clinic,23
Where can I find Main Corridor,1
Ndashaka kubona clinic,23
How should I be Plant Manager Office,18
Please take me to secretary to the plant head,19
How should I be md office,15
Where can I find hr manager,4
Where can I find Bathroom,8
Ndashaka kubona administrative block,9
How should I be Reception,0
Where can I find maintenance coordination,21
Comment aller toilet au ?,14
Where can I find conference room,6
Mushobora First kunyereka Aid office,23
Njyanye kuri toilet,14
I need to find bureau finance,5
Where can I find storage room b,7
Njyanye kuri Maintenance Coordinator Office,21
Where can I find general offices,24
Where can I find general office,24
Where can I find restricted zone,7
Ndashaka kujya kuri ubuyobozi bwa hr,4
I want to go to the commercial bureau,17
Ndashaka kujya kuri front desk,0
How should I be md office,15
Ndashaka kujya kuri Meeting Room 3,6
Show me the way to session room 3,6
How should I be Meeting Room 3,6
How should I be Stock / Warehouse Area,12
How should I be md office,15
Where can I find sales office,17
How should I be Finance Office 201,5
I want to go to the admin corridor,3
Where can I find stock office,22
lounge please thanks,2
Help me reach managing director office,15
gusura Nshaka admin corridor,3
How should I be technical supervision,11
How should I be Chief of Maintenance Office,20
How should I be chief of maintenance office,20
Where can I find Finance Office 201,5
Where can I find ubuyobozi bwa hr,4
Where can I find server room,7
Ni hehe habarirwa finance manager?,5
Where can I find secretary to the plant manager,19
Help me reach Toilets,14
Emmenez-moi au hr umuyobozi,4
How should I be restricted zone,7
Ndashaka kujya kuri Admin Corridor,3
Ndashaka guhura n'umuyobozi wa warehouse,12
J'ai rendez-vous au Sales Office,17
General Offices please,24
How should I be first aid office,23
Je voudrais aller au Plant Manager Office,18
Je cherche finance office,5
How should I be Storage Room B,7
Comment aller au corridor b ? svp,3
How should I be hr manager,4
Where can I find inventory office,22
Nereke inzira yerekeza kuri accounting division,5
Emmenez-moi au Stock / Warehouse Area,12
Où se trouve Chief of Maintenance Office ?,20
How should I be stock office,22
Where can I find md office,15
Emmenez-moi au bathroom,8
How should I be md office,15
How should I be secretary to the plant manager,19
I am looking for director plant office,16
I need to directions Admin Corridor,3
Where can I find waiting area,2
How should I be toilet,8
How should I be accounting department,5
Pouvez-vous m'indiquer corridor b ?,3
I have a inama at Main Corridor,1
Where can I find restroom,8
How should I be Restaurant,13
How should I be customer service block,9
Where can I find Stock / Warehouse Area,12
How do I to get storage room b?,7
How should I be Secretary to the Plant Manager,19
Where can I find Block A,9
How should I be managing director office,15
Nshaka gusura first aid office,23
Where can I find Storage Room B,7
I need to directions restroom,14
I need to find stock office,22
How should I be General Offices,24
Where can I find Stock Office,22
Where can I find Block B,10
Ndashaka kubona head ibiro,18
Where can I find commercial office,17
Where is server salle,7
Where can I find admin corridor,3
inzira Nereke yerekeza kuri chief of maintenance office,20
I have a at meeting managing director office,15
How should I be meeting room 3,6
I want to go to the HR Office 104,4
How should I be Admin Corridor,3
How should I be maintenance coordination,21
Mushobora kunyereka hr manager,4
How should I be maintenance coordination,21
Where can I find plant director office,16
J'ai rendez-vous au corridor b,3
Can you direct to me restaurant?,13
Where can I find medical room,23
How should I be plant manager secretary,19
Montrez-moi le chemin vers manager office,18
How should I be main corridor,1
Nshaka gusura corridor a murakoze,1
How should I be Waiting Area,2
How should I be plant manager secretary,19
Where can I find customer service block,9
Where can I find First Aid Office,23
How should I be general offices,24
How should I be reception desk,0
Nereke inzira yerekeza kuri maintenance coordination murakoze,21
Ndashaka guhura n'umuyobozi wa plant manager office,18
How should I be Secretary to the Plant Manager,19
How should I be hr office,4
director office iri he?,15
Where can I find accounting department,5
How should I be stock office,22
Can you direct me to Reception?,0
Where can I find main corridor,1
Where can I find toilets,14
How should I be waiting area,2
Ni hehe habarirwa supervisor office,25
Ndashaka kubona Managing Director Office,15
How should I be block a,9
How should I be plant director office,16
Where can I find Maintenance Supervisor Office,25
How should I be accounting department,5
How should I be maintenance chief office,20
Where can I find Plant Director Office,16
rendez-vous J'ai au hr manager ngwino,4
I am looking for lounge,2
Where can I find board room,6
How should I be supervisor office,25
Where can I find sales office,17
Montrez-moi le chemin vers Admin Corridor,3
stock office s'il vous plaît,22
Montrez-moi le chemin vers front desk thanks,0
How should I be general office,24
Nereke inzira yerekeza kuri maintenance coordination,21
Where can I find reception desk,0
I am here to visit Chief of Maintenance ibiro,20
How should I be reception desk,0
How should I be general office,24
hr bureau he? iri,4
Comment aller au server room ?,7
kujya Ndashaka kuri director plant office,16
How should I be toilet,14
Help me reach Chief of Maintenance Office,20
Ni hehe habarirwa front desk?,0
Where can I find board room,6
How should I be toilet,8
I need directions to Finance Office 201,5
How should I be plant manager office,18
Je cherche plant manager secretary,19
cafeteria s'il vous plaît svp,13
How should I be warehouse,12
restaurant please murakoze,13
How should I be admin corridor,3
Where can I find storage room b,7
Where can I find Block B,10
se Où trouve stock area ? svp,12
Je voudrais aller au Reception,0
I am here to visit Storage Room B,7
Emmenez-moi au administrative block murakoze,9
Where can I find canteen,13
How should I be hr manager,4
How should I be general office,24
Show me the way to finance manager,5
How should I be HR Office 104,4
How should I be maintenance supervisor office,25
How should I be storage room b,7
Where can I find stock area,12
Ni hehe habarirwa block b? ngwino,10
Where can I find reception desk,0
Where can I find director office,15
Where can I find general offices,24
Where can I find admin corridor,3
me Help reach block b,10
Mfite inama muri Industry Area,11
How should I be Restaurant,13
Please take me to Bathroom,8
corridor b please,3
How should I be finance office,5
Where can I find restricted zone,7
How should I be plant manager secretary,19
I a have meeting at main corridor,1
Where can I find hr office,4
How should I be industrial operations,11
How should I be customer service block,9
How should I be maintenance chief office,20
Ni hehe habarirwa waiting area?,2
Finance Office 201,5
How should I be conference room,6
How should I be director office,15
Where can I find ubuyobozi bwa hr,4
J'ai rendez-vous au supervisor office,25
am I here to visit managing director ibiro,15
Pouvez-vous m'indiquer maintenance chief office ?,20
Ndashaka kubona meeting room 3,6
How should I be Stock Office,22
Nshaka gusura director plant bureau,16
Where can I find maintenance coordination,21
Ndashaka guhura n'umuyobozi wa Plant Manager Office,18
Where can I find restroom,14
Where can I find medical room,23
How should I be Block A,9
Où se trouve meeting room 3 ?,6
Stock / Warehouse Area s'il vous plaît,12
How should I be waiting area,2
Where can I find hr manager,4
Mushobora kunyereka maintenance coordination?,21
How should I be Sales Office,17
How should I be Bathroom,8
Nereke inzira yerekeza kuri Block A,9
How do I get to operational block?,10
I am looking for block a,9
How should I be ibiro by imari,5
Où se trouve stock office ?,22
How should I be technical supervision,11
I need to find inama room 3,6
How should I be toilets,14
Ndashaka kuri kujya Block B please,10
Where can I find Secretary to the Plant Manager,19
How should I be main corridor,1
Nshaka gusura lounge,2
Njyanye kuri Corridor Admin,3
Where can I find lounge,2
Where can I find technical supervision,11
Emmenez-moi au Waiting Area,2
How should I be Reception,0
Where can I find industrial operations,11
Secretary to the Plant Manager s'il vous plaît,19
Je cherche toilet,14
Montrez-moi le chemin vers Reception,0
How should I be restricted zone,7
Where can I find Restaurant,13
Where can I find general offices,24
Où se trouve hr office ? please,4
Help me reach Managing Director ibiro murakoze,15
Where can I find maintenance coordination,21
Ndashaka n'umuyobozi guhura wa Finance Office 201,5
Where can I find maintenance chief office,20
Where can I find toilets,14
dois Je rencontrer maintenance coordination,21
How should I be HR Office 104,4
Show me the way to block b,10
I need directions to Stock / Warehouse Area,12
Where can I find toilets,14
finance manager iri he?,5
kujya Ndashaka kuri main corridor,1
Show me the way to department accounting,5
Where can I find secretary to the plant manager,19
How should I be canteen,13
Help me reach restroom,14
Where can I find lounge,2
Where can I find Toilets,14
